ano,sigla_uf,id_municipio,populacao
2017,RS,4304697.0,2769.0
2017,RS,4304705.0,62339.0
2017,RS,4304713.0,7971.0
2017,RS,4304804.0,28091.0
2017,RS,4304853.0,1547.0
2017,RS,4304903.0,9079.0
2017,RS,4304952.0,3185.0
2017,RS,4305009.0,9335.0
2017,RS,4305108.0,483377.0
2017,RS,4305116.0,3016.0
2017,RS,4305124.0,6443.0
2017,RS,4305132.0,4694.0
2017,RS,4305157.0,2437.0
2017,RS,4305173.0,11486.0
2017,RS,4305207.0,14069.0
2017,RS,4305306.0,9597.0
2017,RS,4305355.0,38899.0
2017,RS,4305371.0,3482.0
2017,RS,4305405.0,4026.0
2017,RS,4305439.0,6456.0
2017,RS,4305447.0,5319.0
2017,RS,4305454.0,14710.0
2017,RS,4305504.0,4983.0
2017,RS,4305587.0,2499.0
2017,RS,4305603.0,3478.0
2017,RS,4305702.0,6836.0
2017,RS,4305801.0,10109.0
2017,RS,4305835.0,1559.0
2017,RS,4305850.0,2458.0
2017,RS,4305871.0,2559.0
2017,RS,4305900.0,7776.0
2017,RS,4305934.0,1728.0
2017,RS,4305959.0,4000.0
2017,RS,4305975.0,2876.0
2017,RS,4306007.0,14195.0
2017,RS,4306056.0,7831.0
2017,RS,4306072.0,2918.0
2017,RS,4306106.0,63463.0
2017,RS,4306130.0,2059.0
2017,RS,4306205.0,12258.0
2017,RS,4306304.0,4844.0
2017,RS,4306320.0,3102.0
2017,RS,4306353.0,2744.0
2017,RS,4306379.0,3130.0
2017,RS,4306403.0,30753.0
2017,RS,4306429.0,2158.0
2017,RS,4306452.0,3430.0
2017,RS,4306502.0,15279.0
2017,RS,4306551.0,2617.0
2017,RS,4306601.0,39822.0
2017,RS,4306700.0,3331.0
2017,RS,4306734.0,5110.0
2017,RS,4306759.0,2071.0
2017,RS,4306767.0,38581.0
2017,RS,4306809.0,22128.0
2017,RS,4306908.0,25872.0
2017,RS,4306924.0,1340.0
2017,RS,4306932.0,8981.0
2017,RS,4306957.0,3035.0
2017,RS,4306973.0,3066.0
2017,RS,4307005.0,103437.0
2017,RS,4307054.0,3215.0
2017,RS,4307104.0,6980.0
2017,RS,4307203.0,5170.0
2017,RS,4307302.0,7660.0
2017,RS,4307401.0,3313.0
2017,RS,4307450.0,3204.0
2017,RS,4307500.0,15843.0
2017,RS,4307559.0,6161.0
2017,RS,4307609.0,47287.0
2017,RS,4307708.0,84237.0
2017,RS,4307807.0,33140.0
2017,RS,4307815.0,3745.0
2017,RS,4307831.0,2699.0
2017,RS,4307864.0,2724.0
2017,RS,4307906.0,69542.0
2017,RS,4308003.0,6867.0
2017,RS,4308052.0,2523.0
2017,RS,4308078.0,4194.0
2017,RS,4308102.0,13273.0
2017,RS,4308201.0,29603.0
2017,RS,4308250.0,1958.0
2017,RS,4308300.0,10836.0
2017,RS,4308409.0,7053.0
2017,RS,4308433.0,2519.0
2017,RS,4308458.0,4588.0
2017,RS,4308508.0,30832.0
2017,RS,4308607.0,33624.0
2017,RS,4308656.0,3182.0
2017,RS,4308706.0,5878.0
2017,RS,4308805.0,8663.0
2017,RS,4308854.0,1705.0
2017,RS,4308904.0,16648.0
2017,RS,4309001.0,17069.0
2017,RS,4309050.0,7654.0
2017,RS,4309100.0,35047.0
2017,RS,4309126.0,2247.0
2017,RS,4309159.0,4251.0
2017,RS,4309209.0,275146.0
2017,RS,4309258.0,1600.0
2017,RS,4309308.0,99334.0
2017,RS,4309407.0,24836.0
2017,RS,4309506.0,8080.0
2017,RS,4309555.0,4664.0
2017,RS,4309571.0,3070.0
2017,RS,4309605.0,19338.0
2017,RS,4309654.0,6561.0
2017,RS,4309704.0,4988.0
2017,RS,4309753.0,4519.0
2017,RS,4309803.0,4846.0
2017,RS,4309902.0,7458.0
