"","temp_max","temp_med","temp_min","precip_tot","rel_humid_med"
"temp_max",1,0.879379424779043,0.449249964383665,-0.334156494318087,-0.852382487447249
"temp_med",0.879379424779043,1,0.811148568545605,-0.133763569059536,-0.654731516291345
"temp_min",0.449249964383665,0.811148568545605,1,0.172825216229375,-0.14940160517308
"precip_tot",-0.334156494318087,-0.133763569059536,0.172825216229375,1,0.466173905777387
"rel_humid_med",-0.852382487447249,-0.654731516291345,-0.14940160517308,0.466173905777387,1
