"variable","r2","vif"
"temp_max",0.979476541673647,48.7247316752633
"temp_med",0.993756293807947,160.161283897834
"temp_min",0.980668677887831,51.7295192846905
"precip_tot",0.28066910100706,1.39018079356802
"rel_humid_med",0.874325067157249,7.95703627907434
