"variable","r2","vif"
"temp_max",0.988815338442542,89.4081590992097
"temp_med",0.997173305617659,353.770116163645
"temp_min",0.991026183209409,111.435303766002
"precip_tot",0.290173756016908,1.4087954742116
"rel_humid_med",0.679602249111123,3.12112053603906
