"exposure","lag","RR","RR_low","RR_high","state"
23,0,1.10744089614618,0.998362655722576,1.22843671227807,"GO"
23,1,1.0244671387224,0.946855866346644,1.10844000193143,"GO"
23,2,0.952771894017763,0.896910639740062,1.012112290577,"GO"
23,3,0.895584775811516,0.84959537764558,0.944063623425172,"GO"
23,4,0.855391159125182,0.809651977091773,0.90371425725128,"GO"
23,5,0.834596448406261,0.785611602858106,0.8866356214168,"GO"
23,6,0.836287214527891,0.784959805040665,0.890970850598635,"GO"
23,7,0.863662014134607,0.812664328451465,0.917859992797254,"GO"
23,8,0.916008134244295,0.867309685036456,0.967440945809852,"GO"
23,9,0.992449830208458,0.944644416425122,1.04267452213207,"GO"
23,10,1.0925921685226,1.03714305076708,1.1510057805758,"GO"
23,11,1.21572252868933,1.1381238170581,1.29861201796407,"GO"
23,12,1.35995417990462,1.24602325956962,1.48430244558908,"GO"
24,0,1.10224789068148,0.997516361581052,1.21797542306583,"GO"
24,1,1.02180119696482,0.947147621330189,1.10233892014892,"GO"
24,2,0.95215397935846,0.898312782046273,1.00922219802217,"GO"
24,3,0.896510260910503,0.85209426885501,0.943241466695722,"GO"
24,4,0.857362115875342,0.81312681338106,0.904003884316337,"GO"
24,5,0.837120371189146,0.78971722783482,0.887368910237867,"GO"
24,6,0.838841246202246,0.789178840617538,0.891628868026318,"GO"
24,7,0.865649975113216,0.816357690345772,0.917918564711654,"GO"
24,8,0.916796845193451,0.869813686134152,0.966317808923314,"GO"
24,9,0.991330562535795,0.945319216935291,1.03958140976289,"GO"
24,10,1.08874162718504,1.03549905714282,1.14472178664866,"GO"
24,11,1.2081989633583,1.13384652147964,1.28742709653079,"GO"
24,12,1.34773882168258,1.23881266537778,1.46624262266193,"GO"
25,0,1.09708841385397,0.996646206302505,1.20765320752878,"GO"
25,1,1.0191494051964,0.947421648006429,1.09630755461177,"GO"
25,2,0.951542039428187,0.899703802477625,1.00636704024786,"GO"
25,3,0.897440989852614,0.854589022658515,0.942441698773693,"GO"
25,4,0.859340969811082,0.816604758752036,0.904313738661531,"GO"
25,5,0.839654705994911,0.79383141221686,0.888123113357981,"GO"
25,6,0.841405654273795,0.793406919256089,0.892308168559597,"GO"
25,7,0.867645294305682,0.820054253335156,0.917998234469398,"GO"
25,8,0.917589628862245,0.872311702024684,0.965217737009938,"GO"
25,9,0.990216980870988,0.945980622998389,1.03652193857561,"GO"
25,10,1.08491056282265,1.03384046427862,1.13850344418996,"GO"
25,11,1.20072983515863,1.12956169402268,1.27638193174345,"GO"
25,12,1.33564352918464,1.23161087039179,1.44846369899716,"GO"
26,0,1.09197008659218,0.995751916741,1.19748568892012,"GO"
26,1,1.01651788227562,0.947678242613477,1.09035805458241,"GO"
26,2,0.950940858730279,0.901084208585246,1.00355605856468,"GO"
26,3,0.898380671840133,0.85707984661069,0.941671694565618,"GO"
26,4,0.8613306502592,0.820085317203848,0.904650374189696,"GO"
26,5,0.842201901114979,0.797952966538591,0.888904574562267,"GO"
26,6,0.843982710920076,0.797642490489663,0.893015135007068,"GO"
26,7,0.869650402305262,0.823752584044677,0.918105553631484,"GO"
26,8,0.918389418687205,0.874802843429156,0.964147671320328,"GO"
26,9,0.989112872934071,0.946628482373728,1.03350394967055,"GO"
26,10,1.08110393247043,1.03216765230697,1.13236033912776,"GO"
26,11,1.19332144930529,1.12526978071425,1.26548860173619,"GO"
26,12,1.32367586449256,1.22441788961753,1.43098023076699,"GO"
27,0,1.08690038541557,0.994833138721709,1.18748803375657,"GO"
27,1,1.01391268383794,0.947917644430622,1.08450236841508,"GO"
27,2,0.950355209921373,0.902454475022744,1.0007984336295,"GO"
27,3,0.899333031741856,0.859566927590019,0.940938833290903,"GO"
27,4,0.863334113599839,0.823567962488606,0.905020381624585,"GO"
27,5,0.844764434259145,0.80208065056526,0.889719692011334,"GO"
27,6,0.846574715854333,0.801883940298185,0.893756207734177,"GO"
27,7,0.87166775208216,0.827451189548028,0.918247117917599,"GO"
27,8,0.919199158414878,0.877286173379908,0.963114566795669,"GO"
27,9,0.988022009670147,0.947262598501797,1.03053524243075,"GO"
27,10,1.07732662290642,1.03048094736225,1.12630190339168,"GO"
27,11,1.18597994868035,1.12097116007238,1.25475880983507,"GO"
27,12,1.31184308782657,1.2172336617353,1.41380602687654,"GO"
28,0,1.08188664561364,0.993889444408279,1.17767496228314,"GO"
28,1,1.01133980370127,0.948140042045007,1.0787522445993,"GO"
28,2,0.949789854472591,0.903815049790429,0.998103282157383,"GO"
28,3,0.90030181053983,0.862050438192186,0.940250493649878,"GO"
28,4,0.865354343683698,0.827052143877926,0.905430383894602,"GO"
28,5,0.847344812961672,0.806213178141631,0.890574914327334,"GO"
28,6,0.849183996693177,0.806129595292901,0.894537881316449,"GO"
28,7,0.873699819290189,0.831148521372273,0.918429564149825,"GO"
28,8,0.920021802372728,0.879760711675048,0.962125388879388,"GO"
28,9,0.986948145684281,0.947882736851708,1.02762357030037,"GO"
28,10,1.0735834518957,1.02878063218655,1.12033740928289,"GO"
28,11,1.17871131735709,1.11666615887041,1.24420388191143,"GO"
28,12,1.30015216598785,1.21005807043453,1.39695415949408,"GO"
29,0,1.07693606492628,0.992920343903853,1.16806075639358,"GO"
29,1,1.00880517562841,0.948345583079157,1.07311923051339,"GO"
29,2,0.949249543569757,0.905166363451711,0.995479651421517,"GO"
29,3,0.901290765931213,0.864530545802377,0.939614046833878,"GO"
29,4,0.867394352351635,0.830537294452853,0.905887029416502,"GO"
29,5,0.849945575061108,0.810349224531365,0.891476734593946,"GO"
29,6,0.851812909387628,0.810377729386262,0.895366699118121,"GO"
29,7,0.87574910264325,0.834842981979578,0.918659565133911,"GO"
29,8,0.920860315834745,0.882225441967889,0.961187108124832,"GO"
29,9,0.985895019819562,0.948488634624703,1.02477663371223,"GO"
29,10,1.06987916965186,1.02706696145579,1.11447595980744,"GO"
29,11,1.17152138442958,1.11235507393255,1.23383475864741,"GO"
29,12,1.28860978116687,1.20289097307667,1.38043696834117,"GO"
30,0,1.07205570770883,0.99192530256252,1.1586592634163,"GO"
30,1,1.00631467544036,0.948534388545678,1.0676146676762,"GO"
30,2,0.94873901925179,0.906508842249543,0.992936510599495,"GO"
30,3,0.902303673086512,0.86700742512783,0.939036846593757,"GO"
30,4,0.86945718005836,0.834022842666068,0.9063969825317,"GO"
30,5,0.852569289255374,0.81448743702764,0.892431681492892,"GO"
30,6,0.854463838718862,0.81462657376044,0.896249244985812,"GO"
30,7,0.877818124362755,0.838532934558935,0.918943821646147,"GO"
30,8,0.921717675482389,0.884679322381233,0.960306691706035,"GO"
30,9,0.984866355877289,0.949080014901097,1.02200206906695,"GO"
30,10,1.06621846051076,1.02534018323421,1.10872647353786,"GO"
30,11,1.16441582813332,1.10803820165614,1.22366198095052,"GO"
30,12,1.27722234008705,1.19573223869585,1.36426605658524,"GO"
31,0,1.06725250956561,0.990903765870078,1.14948389380067,"GO"
31,1,1.0038741234745,0.948706573285482,1.06224968199777,"GO"
31,2,0.948263015786575,0.907842926260358,0.99048273781534,"GO"
31,3,0.903344325565498,0.869481275132984,0.938526215422609,"GO"
31,4,0.871545896601924,0.837508228085502,0.906966910187901,"GO"
31,5,0.855218555733688,0.818626449796324,0.89344630661908,"GO"
31,6,0.857139198860045,0.818874331146824,0.897192131048386,"GO"
31,7,0.879909430697171,0.842216717168968,0.919289050486146,"GO"
31,8,0.922596869961521,0.887121300754802,0.959491090720706,"GO"
31,9,0.983865863478341,0.949656606561057,1.01930743242373,"GO"
31,10,1.06260594481128,1.02360056823188,1.10309766230266,"GO"
31,11,1.15740018024273,1.10371587724843,1.21369566646577,"GO"
31,12,1.26599598345442,1.18858179768609,1.34845227584918,"GO"
32,0,1.06253328243702,0.989855194192534,1.14054761030712,"GO"
32,1,1.00148928738219,0.948862274273516,1.05703516720508,"GO"
32,2,0.947826261283749,0.909169093950246,0.988127101500761,"GO"
32,3,0.904416536392221,0.871952341488092,0.93808942574056,"GO"
32,4,0.873663601960831,0.84099292239989,0.90760346378781,"GO"
32,5,0.857896006886983,0.822764904113486,0.894527166816434,"GO"
32,6,0.859841434005646,0.823119195653648,0.898201980389703,"GO"
32,7,0.882025592514873,0.845892662509101,0.919701967320047,"GO"
32,8,0.923500900536049,0.889550335877785,0.958747221931314,"GO"
32,9,0.982897239064819,0.950218171564407,1.01670017630868,"GO"
32,10,1.05904618097801,1.0218484487901,1.09759799975435,"GO"
32,11,1.15047983073211,1.09938852592599,1.20394547487799,"GO"
32,12,1.25493659568584,1.18143970582891,1.33300569755832,"GO"
33,0,1.05790472012588,0.988779110171236,1.13186290583223,"GO"
33,1,0.999165885260662,0.949001688925157,1.0519817592732,"GO"
33,2,0.947433479544117,0.910487894726349,0.985878234472144,"GO"
33,3,0.905524139290639,0.874420945802394,0.937733674809929,"GO"
33,4,0.875813427240618,0.844476456936249,0.908313254957755,"GO"
33,5,0.86060430809848,0.826901475367881,0.895680800168073,"GO"
33,6,0.862573019069696,0.827359379619711,0.899285403120707,"GO"
33,7,0.884169205971573,0.849559124850268,0.920189262785193,"GO"
33,8,0.924432781839026,0.891965426312903,0.958081942336243,"GO"
33,9,0.981964167041218,0.950764541413579,1.01418761780842,"GO"
33,10,1.05554366780137,1.0200842697064,1.09223567868196,"GO"
33,11,1.14366003268747,1.09505672849561,1.1944205595299,"GO"
33,12,1.24404981488986,1.17430622552133,1.31793556765009,"GO"
34,0,1.0533734042499,0.987675162027755,1.12344176652469,"GO"
34,1,0.996909589114571,0.949125125874352,1.04709979935791,"GO"
34,2,0.947089392145577,0.911799991275969,0.983744598921801,"GO"
34,3,0.906670990082533,0.876887523039127,0.937466051983681,"GO"
34,4,0.877998535731881,0.847958458084153,0.90910282384473,"GO"
34,5,0.863346158616185,0.831034908395609,0.896913694078536,"GO"
34,6,0.865336460454488,0.831593149208684,0.900448964141229,"GO"
34,7,0.886342893253603,0.85321451590658,0.920757570077705,"GO"
34,8,0.925395542722048,0.894365648655993,0.957502014725993,"GO"
34,9,0.981070321054432,0.951295664800822,1.01177689594052,"GO"
34,10,1.05210284691048,1.018308653061,1.08701855488488,"GO"
34,11,1.13694590745706,1.09072130373068,1.18512950289135,"GO"
34,12,1.233341043076,1.16718192707672,1.30325024167018,"GO"
35,0,1.04894581060819,0.986543206462516,1.11529561643612,"GO"
35,1,0.994726028643275,0.949233070965367,1.04239928245876,"GO"
35,2,0.946798720765781,0.9131062136096,0.98173444039993,"GO"
35,3,0.907860968249508,0.87935266856312,0.937293496837523,"GO"
35,4,0.88022212408179,0.851438692107388,0.909978598465357,"GO"
35,5,0.866124292509125,0.83516406286429,0.898232243736201,"GO"
35,6,0.86813429689129,0.835818870656263,0.90169914068485,"GO"
35,7,0.888549303398426,0.85685735163875,0.921413422035607,"GO"
35,8,0.926392227203826,0.896750207249761,0.957014062205441,"GO"
35,9,0.980219365412074,0.951811668485795,1.0094749162483,"GO"
35,10,1.04872810543486,1.01652247902154,1.08195407561241,"GO"
35,11,1.13034245002946,1.08638340966115,1.17608023371519,"GO"
35,12,1.22281545657006,1.16006781265859,1.28895709760262,"GO"
36,0,1.04462831595099,0.98538341508007,1.10743523971117,"GO"
36,1,0.992620795350274,0.949326271316421,1.03788978892948,"GO"
36,2,0.946566189742012,0.914407626704157,0.979855728885553,"GO"
36,3,0.909097978661096,0.88181719619907,0.937222746809667,"GO"
36,4,0.882487423581268,0.854917120800881,0.910946843653739,"GO"
36,5,0.868941479709203,0.839287970476968,0.899642699191934,"GO"
36,6,0.870969100354672,0.840035069187557,0.903042267635679,"GO"
36,7,0.890791113193773,0.860486312090533,0.92216319562038,"GO"
36,8,0.927425895518935,0.899118497412529,0.956624509621742,"GO"
36,9,0.979414956638715,0.952312933265971,1.00728828075225,"GO"
36,10,1.04542377885095,1.01472698405725,1.0770491911205,"GO"
36,11,1.1238545346287,1.08204466516695,1.16727992444804,"GO"
