"","temp_max","temp_med","temp_min","precip_tot","rel_humid_med"
"temp_max",1,0.825413577995068,0.36744484273607,-0.419195038019805,-0.579764168848465
"temp_med",0.825413577995068,1,0.789569291716025,0.05215560221557,-0.144405051777407
"temp_min",0.36744484273607,0.789569291716025,1,0.538197548348173,0.385801356981349
"precip_tot",-0.419195038019805,0.05215560221557,0.538197548348173,1,0.881154549285349
"rel_humid_med",-0.579764168848465,-0.144405051777407,0.385801356981349,0.881154549285349,1
