"","temp_max","temp_med","temp_min","precip_tot","rel_humid_med"
"temp_max",1,0.824888405514766,0.539283802321677,0.0686989849310387,-0.330063977887391
"temp_med",0.824888405514766,1,0.911782521021181,0.240582050103114,-0.0195129347763197
"temp_min",0.539283802321677,0.911782521021181,1,0.342736800967384,0.219439128943316
"precip_tot",0.0686989849310387,0.240582050103114,0.342736800967384,1,0.520307610315525
"rel_humid_med",-0.330063977887391,-0.0195129347763197,0.219439128943316,0.520307610315525,1
