"","temp_max","temp_med","temp_min","precip_tot","rel_humid_med"
"temp_max",1,0.831850563050712,0.554745697662113,0.062863015774136,-0.36929093403139
"temp_med",0.831850563050712,1,0.920133428006292,0.208940215962067,-0.0391683214466065
"temp_min",0.554745697662113,0.920133428006292,1,0.29805721016165,0.224657655370381
"precip_tot",0.062863015774136,0.208940215962067,0.29805721016165,1,0.455943193172583
"rel_humid_med",-0.36929093403139,-0.0391683214466065,0.224657655370381,0.455943193172583,1
