"variable","r2","vif"
"temp_max",0.982947045046534,58.6408632831545
"temp_med",0.996443975385361,281.212901587741
"temp_min",0.992440553490825,132.284817252999
"precip_tot",0.293038568455725,1.41450432142474
"rel_humid_med",0.542385205182064,2.18524403346237
