geocode,date,indexP
5200050,2009-12-27,1.83982369104361
5200050,2010-01-03,1.79143437669322
5200050,2010-01-10,1.72363160619063
5200050,2010-01-17,1.64216435437086
5200050,2010-01-24,1.54917121630798
5200050,2010-01-31,1.4652207577918
5200050,2010-02-07,1.39934747978076
5200050,2010-02-14,1.36027922043916
5200050,2010-02-21,1.31965126018869
5200050,2010-02-28,1.2711960485173
5200050,2010-03-07,1.2389039971195
5200050,2010-03-14,1.20174834019642
5200050,2010-03-21,1.16646639800854
5200050,2010-03-28,1.16070896585801
5200050,2010-04-04,1.14006233357418
5200050,2010-04-11,1.06242659156708
5200050,2010-04-18,0.99734353734365
5200050,2010-04-25,0.934127565946426
5200050,2010-05-02,0.874703753788122
5200050,2010-05-09,0.82212644735412
5200050,2010-05-16,0.790765605640714
5200050,2010-05-23,0.75499850529177
5200050,2010-05-30,0.718151894084471
5200050,2010-06-06,0.688063341182837
5200050,2010-06-13,0.670848829357886
5200050,2010-06-20,0.664473397225868
5200050,2010-06-27,0.653721803910247
5200050,2010-07-04,0.650403683660129
5200050,2010-07-11,0.646044554508345
5200050,2010-07-18,0.657990388055968
5200050,2010-07-25,0.675707221315485
5200050,2010-08-01,0.678398941860419
5200050,2010-08-08,0.690565234772631
5200050,2010-08-15,0.709933112289167
5200050,2010-08-22,0.743707667231133
5200050,2010-08-29,0.773368298148632
5200050,2010-09-05,0.801915021879237
5200050,2010-09-12,0.833105105191189
5200050,2010-09-19,0.871172351400411
5200050,2010-09-26,0.920802388587202
5200050,2010-10-03,0.973632672463297
5200050,2010-10-10,1.03157303992899
5200050,2010-10-17,1.0856235602044
5200050,2010-10-24,1.13360060567685
5200050,2010-10-31,1.20007517324166
5200050,2010-11-07,1.28354949987629
5200050,2010-11-14,1.37139273469123
5200050,2010-11-21,1.4757440465673
5200050,2010-11-28,1.609010089882
5200050,2010-12-05,1.75747680434289
5200050,2010-12-12,1.89411604538316
5200050,2010-12-19,2.04211334913582
5200050,2010-12-26,2.21841033594336
5200050,2010-12-26,2.36723103906958
5200050,2011-01-02,2.38633789767808
5200050,2011-01-09,2.33631209627094
5200050,2011-01-16,2.3549646186375
5200050,2011-01-23,2.25894561914779
5200050,2011-01-30,2.18052530054741
5200050,2011-02-06,2.05211157207174
5200050,2011-02-13,1.94471718941142
5200050,2011-02-20,1.87935910025583
5200050,2011-02-27,1.77253611184947
5200050,2011-03-06,1.66969122543507
5200050,2011-03-13,1.57237673817152
5200050,2011-03-20,1.48599618163884
5200050,2011-03-27,1.39143065093043
5200050,2011-04-03,1.30743548507669
5200050,2011-04-10,1.22009645467619
5200050,2011-04-17,1.14120876187399
5200050,2011-04-24,1.07636665897979
5200050,2011-05-01,1.00183907317513
5200050,2011-05-08,0.955957886522875
5200050,2011-05-15,0.912926236978642
5200050,2011-05-22,0.853687597596035
5200050,2011-05-29,0.814621229019227
5200050,2011-06-05,0.775004918236105
5200050,2011-06-12,0.748927825568308
5200050,2011-06-19,0.738839969198633
5200050,2011-06-26,0.732693853633848
5200050,2011-07-03,0.721521261053385
5200050,2011-07-10,0.715343845170995
5200050,2011-07-17,0.706035279583319
5200050,2011-07-24,0.698652278364536
5200050,2011-07-31,0.70509333886465
5200050,2011-08-07,0.721114664047184
5200050,2011-08-14,0.73231661230226
5200050,2011-08-21,0.758323060226958
5200050,2011-08-28,0.786143027654722
5200050,2011-09-04,0.820017305653646
5200050,2011-09-11,0.856330816278881
5200050,2011-09-18,0.885057489487012
5200050,2011-09-25,0.919761801544755
5200050,2011-10-02,0.962177238264793
5200050,2011-10-09,1.00791288211437
5200050,2011-10-16,1.05276780762067
5200050,2011-10-23,1.10610520138061
5200050,2011-10-30,1.15677255733049
5200050,2011-11-06,1.22428055583549
5200050,2011-11-13,1.29638624480505
5200050,2011-11-20,1.33466291735543
5200050,2011-11-27,1.43504877659665
5200050,2011-12-04,1.52317802610449
5200050,2011-12-11,1.61444106964996
5200050,2011-12-18,1.75175652851869
5200050,2011-12-25,1.84878330247207
5200050,2012-01-01,1.97472052466634
5200050,2012-01-08,2.08341145574182
5200050,2012-01-15,2.03499184337444
5200050,2012-01-22,1.94732231412168
5200050,2012-01-29,1.9341972732304
5200050,2012-02-05,1.8919917399087
5200050,2012-02-12,1.87899430454465
5200050,2012-02-19,1.88777403689385
5200050,2012-02-26,1.83401816529853
5200050,2012-03-04,1.77089555416827
5200050,2012-03-11,1.68193420047195
5200050,2012-03-18,1.57950655884038
5200050,2012-03-25,1.49693979716366
5200050,2012-04-01,1.40852566429177
5200050,2012-04-08,1.31421373420124
5200050,2012-04-15,1.22508066441245
5200050,2012-04-22,1.15480370107265
5200050,2012-04-29,1.08135177326655
5200050,2012-05-06,1.01139316538914
5200050,2012-05-13,0.951921473525615
5200050,2012-05-20,0.905658507990055
5200050,2012-05-27,0.867026411205769
5200050,2012-06-03,0.84346660249323
5200050,2012-06-10,0.823328724458258
5200050,2012-06-17,0.802331415403066
5200050,2012-06-24,0.780465078081153
5200050,2012-07-01,0.771725927235151
5200050,2012-07-08,0.760963645431616
5200050,2012-07-15,0.749630245946517
5200050,2012-07-22,0.753025569996366
5200050,2012-07-29,0.755819450707594
5200050,2012-08-05,0.755188260396732
5200050,2012-08-12,0.78119512097347
5200050,2012-08-19,0.808359136600125
5200050,2012-08-26,0.827364254494038
5200050,2012-09-02,0.848179908530299
5200050,2012-09-09,0.864027063927348
5200050,2012-09-16,0.876082056186781
5200050,2012-09-23,0.901960654198278
5200050,2012-09-30,0.932394132661694
5200050,2012-10-07,0.968939965924937
5200050,2012-10-14,1.02583257762477
5200050,2012-10-21,1.07452958213911
5200050,2012-10-28,1.13149943146333
