"threshold_cases","geocodes_before_filter","geocodes_after_filter","geocodes_removed","pct_geocodes_removed","removed_cases","total_cases","pct_cases_removed","removed_population_mean_2017_2024","total_population_mean_2017_2024","pct_population_removed_mean_2017_2024"
10,201,150,51,25.3731343283582,185,116345,0.159009841419915,292405.618226601,4811081.72413793,6.07775205229954
